factory_id,machine_id,hours_operational,factory_date
3,4,24,2020-01-29
3,5,22,2020-01-29
3,6,22,2020-01-29
3,7,23,2020-01-29
3,8,24,2020-01-29
3,9,24,2020-01-29
3,10,22,2020-01-29
4,1,22,2020-01-29
4,2,24,2020-01-29
4,3,23,2020-01-29
4,4,24,2020-01-29
4,5,23,2020-01-29
4,6,23,2020-01-29
4,7,22,2020-01-29
4,8,23,2020-01-29
4,9,23,2020-01-29
4,10,24,2020-01-29
5,1,21,2020-01-29
5,2,24,2020-01-29
5,3,21,2020-01-29
5,4,21,2020-01-29
5,5,22,2020-01-29
5,6,23,2020-01-29
5,7,21,2020-01-29
5,8,22,2020-01-29
5,9,21,2020-01-29
5,10,21,2020-01-29
1,1,21,2020-01-30
1,2,22,2020-01-30
1,3,24,2020-01-30
1,4,23,2020-01-30
1,5,20,2020-01-30
1,6,23,2020-01-30
1,7,22,2020-01-30
1,8,20,2020-01-30
1,9,20,2020-01-30
1,10,20,2020-01-30
2,1,23,2020-01-30
2,2,20,2020-01-30
2,3,24,2020-01-30
2,4,24,2020-01-30
2,5,18,2020-01-30
2,6,19,2020-01-30
2,7,17,2020-01-30
2,8,24,2020-01-30
2,9,18,2020-01-30
2,10,23,2020-01-30
3,1,22,2020-01-30
3,2,21,2020-01-30
3,3,24,2020-01-30
3,4,20,2020-01-30
3,5,21,2020-01-30
3,6,21,2020-01-30
3,7,23,2020-01-30
3,8,24,2020-01-30
3,9,23,2020-01-30
3,10,23,2020-01-30
4,1,23,2020-01-30
4,2,22,2020-01-30
4,3,23,2020-01-30
4,4,23,2020-01-30
4,5,23,2020-01-30
4,6,22,2020-01-30
4,7,24,2020-01-30
4,8,24,2020-01-30
4,9,24,2020-01-30
4,10,22,2020-01-30
5,1,22,2020-01-30
5,2,22,2020-01-30
5,3,21,2020-01-30
5,4,22,2020-01-30
5,5,20,2020-01-30
5,6,22,2020-01-30
5,7,21,2020-01-30
5,8,21,2020-01-30
5,9,22,2020-01-30
5,10,21,2020-01-30
1,1,24,2020-01-31
1,2,22,2020-01-31
1,3,23,2020-01-31
1,4,23,2020-01-31
1,5,21,2020-01-31
1,6,24,2020-01-31
1,7,23,2020-01-31
1,8,23,2020-01-31
1,9,23,2020-01-31
1,10,21,2020-01-31
2,1,18,2020-01-31
2,2,17,2020-01-31
2,3,19,2020-01-31
2,4,23,2020-01-31
2,5,23,2020-01-31
2,6,18,2020-01-31
2,7,17,2020-01-31
2,8,22,2020-01-31
2,9,19,2020-01-31
2,10,17,2020-01-31
3,1,24,2020-01-31
3,2,22,2020-01-31
3,3,24,2020-01-31
3,4,20,2020-01-31
3,5,20,2020-01-31
3,6,21,2020-01-31
3,7,24,2020-01-31
3,8,21,2020-01-31
3,9,20,2020-01-31
3,10,24,2020-01-31
4,1,24,2020-01-31
4,2,24,2020-01-31
4,3,22,2020-01-31
4,4,24,2020-01-31
4,5,23,2020-01-31
4,6,22,2020-01-31
4,7,24,2020-01-31
4,8,22,2020-01-31
4,9,24,2020-01-31
4,10,23,2020-01-31
5,1,23,2020-01-31
5,2,20,2020-01-31
5,3,24,2020-01-31
5,4,22,2020-01-31
5,5,24,2020-01-31
5,6,21,2020-01-31
5,7,22,2020-01-31
5,8,21,2020-01-31
5,9,23,2020-01-31
5,10,21,2020-01-31
1,1,20,2020-02-01
1,2,21,2020-02-01
1,3,20,2020-02-01
1,4,24,2020-02-01
1,5,24,2020-02-01
1,6,24,2020-02-01
1,7,22,2020-02-01
1,8,20,2020-02-01
1,9,23,2020-02-01
1,10,21,2020-02-01
2,1,19,2020-02-01
2,2,20,2020-02-01
2,3,22,2020-02-01
2,4,17,2020-02-01
2,5,20,2020-02-01
2,6,22,2020-02-01
2,7,18,2020-02-01
2,8,21,2020-02-01
2,9,21,2020-02-01
2,10,24,2020-02-01
3,1,22,2020-02-01
3,2,24,2020-02-01
3,3,20,2020-02-01
3,4,21,2020-02-01
3,5,23,2020-02-01
3,6,22,2020-02-01
3,7,24,2020-02-01
3,8,20,2020-02-01
3,9,24,2020-02-01
3,10,24,2020-02-01
4,1,22,2020-02-01
4,2,24,2020-02-01
4,3,22,2020-02-01
4,4,24,2020-02-01
4,5,23,2020-02-01
4,6,23,2020-02-01
4,7,23,2020-02-01
4,8,23,2020-02-01
4,9,23,2020-02-01
4,10,24,2020-02-01
5,1,21,2020-02-01
5,2,23,2020-02-01
5,3,22,2020-02-01
5,4,22,2020-02-01
5,5,23,2020-02-01
5,6,20,2020-02-01
5,7,24,2020-02-01
5,8,24,2020-02-01
5,9,24,2020-02-01
5,10,20,2020-02-01
1,1,23,2020-02-02
1,2,20,2020-02-02
1,3,23,2020-02-02
1,4,21,2020-02-02
1,5,23,2020-02-02
1,6,22,2020-02-02
1,7,23,2020-02-02
1,8,21,2020-02-02
1,9,24,2020-02-02
1,10,21,2020-02-02
2,1,17,2020-02-02
2,2,18,2020-02-02
2,3,19,2020-02-02
2,4,24,2020-02-02
2,5,22,2020-02-02
2,6,19,2020-02-02
2,7,22,2020-02-02
2,8,17,2020-02-02
2,9,23,2020-02-02
2,10,23,2020-02-02
3,1,20,2020-02-02
3,2,21,2020-02-02
3,3,21,2020-02-02
3,4,22,2020-02-02
3,5,22,2020-02-02
3,6,23,2020-02-02
3,7,24,2020-02-02
3,8,21,2020-02-02
3,9,24,2020-02-02
3,10,22,2020-02-02
4,1,22,2020-02-02
4,2,24,2020-02-02
4,3,23,2020-02-02
4,4,23,2020-02-02
4,5,23,2020-02-02
4,6,23,2020-02-02
4,7,23,2020-02-02
4,8,24,2020-02-02
4,9,24,2020-02-02
4,10,22,2020-02-02
5,1,22,2020-02-02
5,2,21,2020-02-02
5,3,20,2020-02-02
5,4,20,2020-02-02
5,5,23,2020-02-02
5,6,22,2020-02-02
5,7,20,2020-02-02
5,8,23,2020-02-02
5,9,21,2020-02-02
5,10,24,2020-02-02
1,1,23,2020-02-03
1,2,22,2020-02-03
1,3,22,2020-02-03
1,4,24,2020-02-03
1,5,23,2020-02-03
1,6,21,2020-02-03
1,7,20,2020-02-03
1,8,21,2020-02-03
1,9,20,2020-02-03
1,10,20,2020-02-03
2,1,22,2020-02-03
2,2,23,2020-02-03
2,3,20,2020-02-03
2,4,20,2020-02-03
2,5,24,2020-02-03
2,6,17,2020-02-03
2,7,22,2020-02-03
2,8,18,2020-02-03
2,9,20,2020-02-03
2,10,17,2020-02-03
3,1,22,2020-02-03
3,2,22,2020-02-03
3,3,20,2020-02-03
3,4,24,2020-02-03
3,5,23,2020-02-03
3,6,24,2020-02-03
3,7,22,2020-02-03
3,8,22,2020-02-03
3,9,24,2020-02-03
3,10,21,2020-02-03
4,1,23,2020-02-03
4,2,23,2020-02-03
4,3,24,2020-02-03
4,4,23,2020-02-03
4,5,24,2020-02-03
4,6,22,2020-02-03
4,7,23,2020-02-03
4,8,23,2020-02-03
4,9,24,2020-02-03
4,10,23,2020-02-03
5,1,20,2020-02-03
5,2,24,2020-02-03
5,3,22,2020-02-03
5,4,24,2020-02-03
5,5,24,2020-02-03
5,6,22,2020-02-03
5,7,21,2020-02-03
5,8,23,2020-02-03
5,9,23,2020-02-03
5,10,24,2020-02-03
1,1,24,2020-02-04
1,2,21,2020-02-04
1,3,23,2020-02-04
1,4,24,2020-02-04
1,5,23,2020-02-04
1,6,22,2020-02-04
1,7,21,2020-02-04
1,8,24,2020-02-04
1,9,21,2020-02-04
1,10,22,2020-02-04
2,1,24,2020-02-04
2,2,18,2020-02-04
2,3,21,2020-02-04
2,4,24,2020-02-04
2,5,17,2020-02-04
2,6,19,2020-02-04
2,7,19,2020-02-04
2,8,23,2020-02-04
2,9,20,2020-02-04
2,10,20,2020-02-04
3,1,23,2020-02-04
3,2,24,2020-02-04
3,3,21,2020-02-04
3,4,22,2020-02-04
3,5,22,2020-02-04
3,6,21,2020-02-04
3,7,23,2020-02-04
3,8,21,2020-02-04
3,9,20,2020-02-04
3,10,21,2020-02-04
4,1,22,2020-02-04
4,2,23,2020-02-04
4,3,23,2020-02-04
4,4,23,2020-02-04
4,5,24,2020-02-04
4,6,23,2020-02-04
4,7,22,2020-02-04
4,8,24,2020-02-04
4,9,24,2020-02-04
4,10,22,2020-02-04
5,1,22,2020-02-04
5,2,20,2020-02-04
5,3,21,2020-02-04
5,4,24,2020-02-04
5,5,20,2020-02-04
5,6,22,2020-02-04
5,7,23,2020-02-04
5,8,22,2020-02-04
5,9,22,2020-02-04
5,10,23,2020-02-04
1,1,21,2020-02-05
1,2,21,2020-02-05
1,3,23,2020-02-05
1,4,20,2020-02-05
1,5,24,2020-02-05
1,6,21,2020-02-05
1,7,20,2020-02-05
1,8,22,2020-02-05
1,9,22,2020-02-05
1,10,20,2020-02-05
2,1,24,2020-02-05
2,2,22,2020-02-05
2,3,17,2020-02-05
2,4,21,2020-02-05
2,5,22,2020-02-05
2,6,23,2020-02-05
2,7,24,2020-02-05
2,8,22,2020-02-05
2,9,18,2020-02-05
2,10,17,2020-02-05
3,1,24,2020-02-05
3,2,21,2020-02-05
3,3,24,2020-02-05
3,4,21,2020-02-05
3,5,23,2020-02-05
3,6,23,2020-02-05
3,7,22,2020-02-05
3,8,20,2020-02-05
3,9,22,2020-02-05
3,10,21,2020-02-05
4,1,23,2020-02-05
4,2,22,2020-02-05
4,3,24,2020-02-05
4,4,23,2020-02-05
4,5,22,2020-02-05
4,6,24,2020-02-05
4,7,22,2020-02-05
4,8,22,2020-02-05
4,9,23,2020-02-05
4,10,24,2020-02-05
5,1,20,2020-02-05
5,2,23,2020-02-05
5,3,23,2020-02-05
5,4,21,2020-02-05
5,5,21,2020-02-05
5,6,22,2020-02-05
5,7,23,2020-02-05
5,8,24,2020-02-05
5,9,24,2020-02-05
5,10,20,2020-02-05
1,1,20,2020-02-06
1,2,23,2020-02-06
1,3,24,2020-02-06
1,4,20,2020-02-06
1,5,21,2020-02-06
1,6,20,2020-02-06
1,7,20,2020-02-06
1,8,22,2020-02-06
1,9,23,2020-02-06
1,10,23,2020-02-06
2,1,23,2020-02-06
2,2,20,2020-02-06
2,3,20,2020-02-06
2,4,18,2020-02-06
2,5,22,2020-02-06
2,6,21,2020-02-06
2,7,17,2020-02-06
2,8,19,2020-02-06
2,9,22,2020-02-06
2,10,22,2020-02-06
3,1,21,2020-02-06
3,2,21,2020-02-06
3,3,24,2020-02-06
3,4,21,2020-02-06
3,5,22,2020-02-06
3,6,20,2020-02-06
3,7,24,2020-02-06
3,8,20,2020-02-06
3,9,24,2020-02-06
3,10,23,2020-02-06
4,1,24,2020-02-06
4,2,22,2020-02-06
4,3,22,2020-02-06
4,4,22,2020-02-06
4,5,22,2020-02-06
4,6,24,2020-02-06
4,7,23,2020-02-06
4,8,24,2020-02-06
4,9,23,2020-02-06
4,10,22,2020-02-06
5,1,24,2020-02-06
5,2,20,2020-02-06
5,3,22,2020-02-06
5,4,22,2020-02-06
5,5,23,2020-02-06
5,6,21,2020-02-06
5,7,22,2020-02-06
5,8,23,2020-02-06
5,9,21,2020-02-06
5,10,24,2020-02-06
1,1,24,2020-02-07
1,2,22,2020-02-07
1,3,24,2020-02-07
1,4,21,2020-02-07
1,5,23,2020-02-07
1,6,23,2020-02-07
1,7,23,2020-02-07
1,8,21,2020-02-07
1,9,21,2020-02-07
1,10,23,2020-02-07
2,1,24,2020-02-07
2,2,20,2020-02-07
2,3,19,2020-02-07
2,4,22,2020-02-07
2,5,22,2020-02-07
2,6,17,2020-02-07
2,7,19,2020-02-07
2,8,24,2020-02-07
2,9,23,2020-02-07
2,10,22,2020-02-07
3,1,23,2020-02-07
3,2,24,2020-02-07
3,3,20,2020-02-07
3,4,23,2020-02-07
3,5,24,2020-02-07
3,6,23,2020-02-07
3,7,22,2020-02-07
3,8,20,2020-02-07
3,9,23,2020-02-07
3,10,23,2020-02-07
4,1,23,2020-02-07
4,2,24,2020-02-07
4,3,22,2020-02-07
4,4,24,2020-02-07
4,5,24,2020-02-07
4,6,24,2020-02-07
4,7,24,2020-02-07
4,8,24,2020-02-07
4,9,23,2020-02-07
4,10,23,2020-02-07
5,1,20,2020-02-07
5,2,23,2020-02-07
5,3,23,2020-02-07
5,4,23,2020-02-07
5,5,23,2020-02-07
5,6,23,2020-02-07
5,7,23,2020-02-07
5,8,20,2020-02-07
5,9,23,2020-02-07
5,10,24,2020-02-07
1,1,22,2020-02-08
1,2,23,2020-02-08
1,3,22,2020-02-08
1,4,22,2020-02-08
1,5,20,2020-02-08
1,6,22,2020-02-08
1,7,23,2020-02-08
1,8,20,2020-02-08
1,9,24,2020-02-08
1,10,20,2020-02-08
2,1,17,2020-02-08
2,2,21,2020-02-08
2,3,17,2020-02-08
2,4,17,2020-02-08
2,5,19,2020-02-08
2,6,17,2020-02-08
2,7,23,2020-02-08
2,8,23,2020-02-08
2,9,21,2020-02-08
2,10,21,2020-02-08
3,1,21,2020-02-08
3,2,20,2020-02-08
3,3,21,2020-02-08
3,4,21,2020-02-08
3,5,24,2020-02-08
3,6,23,2020-02-08
3,7,20,2020-02-08
3,8,21,2020-02-08
3,9,21,2020-02-08
3,10,23,2020-02-08
4,1,22,2020-02-08
4,2,23,2020-02-08
4,3,22,2020-02-08
4,4,22,2020-02-08
4,5,23,2020-02-08
4,6,24,2020-02-08
4,7,23,2020-02-08
4,8,24,2020-02-08
4,9,23,2020-02-08
4,10,24,2020-02-08
5,1,21,2020-02-08
5,2,23,2020-02-08
5,3,23,2020-02-08
5,4,21,2020-02-08
5,5,20,2020-02-08
5,6,20,2020-02-08
5,7,23,2020-02-08
5,8,20,2020-02-08
5,9,21,2020-02-08
5,10,22,2020-02-08
1,1,24,2020-02-09
1,2,24,2020-02-09
1,3,20,2020-02-09
1,4,24,2020-02-09
1,5,24,2020-02-09
1,6,21,2020-02-09
1,7,21,2020-02-09
1,8,20,2020-02-09
1,9,20,2020-02-09
1,10,22,2020-02-09
2,1,22,2020-02-09
2,2,20,2020-02-09
2,3,21,2020-02-09
2,4,22,2020-02-09
2,5,24,2020-02-09
2,6,17,2020-02-09
2,7,22,2020-02-09
2,8,17,2020-02-09
2,9,22,2020-02-09
2,10,18,2020-02-09
3,1,21,2020-02-09
3,2,22,2020-02-09
3,3,22,2020-02-09
3,4,22,2020-02-09
3,5,20,2020-02-09
3,6,24,2020-02-09
3,7,20,2020-02-09
3,8,24,2020-02-09
3,9,22,2020-02-09
3,10,21,2020-02-09
4,1,23,2020-02-09
4,2,23,2020-02-09
4,3,23,2020-02-09
4,4,23,2020-02-09
4,5,22,2020-02-09
4,6,22,2020-02-09
4,7,23,2020-02-09
4,8,23,2020-02-09
4,9,22,2020-02-09
4,10,24,2020-02-09
5,1,20,2020-02-09
5,2,22,2020-02-09
5,3,24,2020-02-09
5,4,23,2020-02-09
5,5,22,2020-02-09
5,6,23,2020-02-09
5,7,24,2020-02-09
5,8,22,2020-02-09
5,9,23,2020-02-09
5,10,21,2020-02-09
1,1,21,2020-02-10
1,2,22,2020-02-10
1,3,20,2020-02-10
1,4,21,2020-02-10
1,5,22,2020-02-10
1,6,23,2020-02-10
1,7,24,2020-02-10
1,8,24,2020-02-10
1,9,21,2020-02-10
1,10,22,2020-02-10
2,1,21,2020-02-10
2,2,21,2020-02-10
2,3,22,2020-02-10
2,4,22,2020-02-10
2,5,23,2020-02-10
2,6,19,2020-02-10
2,7,22,2020-02-10
2,8,17,2020-02-10
2,9,19,2020-02-10
2,10,20,2020-02-10
3,1,24,2020-02-10
3,2,20,2020-02-10
3,3,23,2020-02-10
3,4,20,2020-02-10
3,5,20,2020-02-10
3,6,20,2020-02-10
3,7,21,2020-02-10
3,8,24,2020-02-10
3,9,21,2020-02-10
3,10,20,2020-02-10
4,1,22,2020-02-10
4,2,22,2020-02-10
4,3,24,2020-02-10
4,4,24,2020-02-10
4,5,24,2020-02-10
4,6,23,2020-02-10
4,7,22,2020-02-10
4,8,23,2020-02-10
4,9,23,2020-02-10
4,10,23,2020-02-10
5,1,23,2020-02-10
5,2,22,2020-02-10
5,3,23,2020-02-10
5,4,22,2020-02-10
5,5,21,2020-02-10
5,6,24,2020-02-10
5,7,22,2020-02-10
5,8,22,2020-02-10
5,9,21,2020-02-10
5,10,24,2020-02-10
1,1,21,2020-02-11
1,2,23,2020-02-11
1,3,21,2020-02-11
1,4,20,2020-02-11
1,5,22,2020-02-11
1,6,23,2020-02-11
1,7,22,2020-02-11
1,8,21,2020-02-11
1,9,22,2020-02-11
1,10,24,2020-02-11
2,1,24,2020-02-11
2,2,20,2020-02-11
2,3,23,2020-02-11
2,4,21,2020-02-11
2,5,21,2020-02-11
2,6,18,2020-02-11
2,7,20,2020-02-11
2,8,24,2020-02-11
2,9,17,2020-02-11
2,10,23,2020-02-11
3,1,20,2020-02-11
3,2,22,2020-02-11
3,3,20,2020-02-11
3,4,20,2020-02-11
3,5,20,2020-02-11
3,6,22,2020-02-11
3,7,20,2020-02-11
3,8,20,2020-02-11
3,9,21,2020-02-11
3,10,24,2020-02-11
4,1,23,2020-02-11
4,2,22,2020-02-11
4,3,22,2020-02-11
4,4,22,2020-02-11
4,5,24,2020-02-11
4,6,23,2020-02-11
4,7,23,2020-02-11
4,8,22,2020-02-11
4,9,24,2020-02-11
4,10,24,2020-02-11
5,1,20,2020-02-11
5,2,21,2020-02-11
5,3,24,2020-02-11
5,4,20,2020-02-11
5,5,22,2020-02-11
5,6,24,2020-02-11
5,7,21,2020-02-11
5,8,22,2020-02-11
5,9,22,2020-02-11
5,10,20,2020-02-11
1,1,23,2020-02-12
1,2,21,2020-02-12
1,3,21,2020-02-12
1,4,23,2020-02-12
1,5,24,2020-02-12
1,6,20,2020-02-12
1,7,23,2020-02-12
1,8,23,2020-02-12
1,9,20,2020-02-12
1,10,24,2020-02-12
2,1,23,2020-02-12
2,2,20,2020-02-12
2,3,20,2020-02-12
2,4,19,2020-02-12
2,5,19,2020-02-12
2,6,19,2020-02-12
2,7,17,2020-02-12
2,8,23,2020-02-12
2,9,22,2020-02-12
2,10,22,2020-02-12
3,1,21,2020-02-12
3,2,21,2020-02-12
3,3,24,2020-02-12
3,4,22,2020-02-12
3,5,24,2020-02-12
3,6,20,2020-02-12
3,7,21,2020-02-12
3,8,20,2020-02-12
3,9,21,2020-02-12
3,10,24,2020-02-12
4,1,22,2020-02-12
4,2,22,2020-02-12
4,3,23,2020-02-12
4,4,24,2020-02-12
4,5,24,2020-02-12
4,6,22,2020-02-12
4,7,22,2020-02-12
4,8,22,2020-02-12
4,9,23,2020-02-12
4,10,24,2020-02-12
5,1,22,2020-02-12
5,2,22,2020-02-12
5,3,22,2020-02-12
5,4,21,2020-02-12
5,5,24,2020-02-12
5,6,24,2020-02-12
5,7,21,2020-02-12
5,8,21,2020-02-12
5,9,24,2020-02-12
5,10,20,2020-02-12
1,1,24,2020-02-13
1,2,21,2020-02-13
1,3,22,2020-02-13
1,4,22,2020-02-13
1,5,24,2020-02-13
1,6,21,2020-02-13
1,7,20,2020-02-13
1,8,24,2020-02-13
1,9,23,2020-02-13
1,10,24,2020-02-13
2,1,20,2020-02-13
2,2,22,2020-02-13
2,3,21,2020-02-13
2,4,24,2020-02-13
2,5,24,2020-02-13
2,6,21,2020-02-13
2,7,17,2020-02-13
2,8,19,2020-02-13
2,9,20,2020-02-13
2,10,22,2020-02-13
3,1,24,2020-02-13
3,2,23,2020-02-13
3,3,24,2020-02-13
3,4,22,2020-02-13
3,5,24,2020-02-13
3,6,20,2020-02-13
3,7,24,2020-02-13
3,8,21,2020-02-13
3,9,24,2020-02-13
3,10,21,2020-02-13
4,1,23,2020-02-13
4,2,22,2020-02-13
4,3,22,2020-02-13
4,4,24,2020-02-13
4,5,23,2020-02-13
4,6,24,2020-02-13
4,7,23,2020-02-13
4,8,22,2020-02-13
4,9,22,2020-02-13
4,10,23,2020-02-13
5,1,22,2020-02-13
5,2,21,2020-02-13
5,3,22,2020-02-13
5,4,21,2020-02-13
5,5,24,2020-02-13
5,6,22,2020-02-13
5,7,23,2020-02-13
5,8,23,2020-02-13
5,9,23,2020-02-13
5,10,21,2020-02-13
1,1,22,2020-02-14
1,2,22,2020-02-14
1,3,23,2020-02-14
1,4,22,2020-02-14
1,5,24,2020-02-14
1,6,20,2020-02-14
1,7,23,2020-02-14
1,8,24,2020-02-14
1,9,21,2020-02-14
1,10,23,2020-02-14
2,1,21,2020-02-14
2,2,17,2020-02-14
2,3,17,2020-02-14
2,4,20,2020-02-14
2,5,22,2020-02-14
2,6,22,2020-02-14
2,7,21,2020-02-14
2,8,23,2020-02-14
2,9,19,2020-02-14
2,10,21,2020-02-14
3,1,20,2020-02-14
3,2,22,2020-02-14
3,3,20,2020-02-14
3,4,24,2020-02-14
3,5,21,2020-02-14
3,6,20,2020-02-14
3,7,20,2020-02-14
3,8,23,2020-02-14
3,9,20,2020-02-14
3,10,23,2020-02-14
4,1,24,2020-02-14
4,2,23,2020-02-14
4,3,22,2020-02-14
4,4,22,2020-02-14
4,5,23,2020-02-14
4,6,23,2020-02-14
4,7,22,2020-02-14
4,8,24,2020-02-14
4,9,23,2020-02-14
4,10,24,2020-02-14
5,1,20,2020-02-14
5,2,23,2020-02-14
5,3,22,2020-02-14
5,4,21,2020-02-14
5,5,21,2020-02-14
5,6,22,2020-02-14
5,7,20,2020-02-14
5,8,21,2020-02-14
5,9,20,2020-02-14
5,10,22,2020-02-14
1,1,21,2020-02-15
1,2,20,2020-02-15
1,3,20,2020-02-15
1,4,22,2020-02-15
1,5,22,2020-02-15
1,6,21,2020-02-15
1,7,24,2020-02-15
1,8,23,2020-02-15
1,9,22,2020-02-15
1,10,24,2020-02-15
2,1,23,2020-02-15
2,2,20,2020-02-15
2,3,24,2020-02-15
2,4,20,2020-02-15
2,5,21,2020-02-15
2,6,24,2020-02-15
2,7,19,2020-02-15
2,8,17,2020-02-15
2,9,23,2020-02-15
2,10,22,2020-02-15
3,1,22,2020-02-15
3,2,23,2020-02-15
3,3,23,2020-02-15
3,4,22,2020-02-15
3,5,23,2020-02-15
3,6,20,2020-02-15
3,7,23,2020-02-15
3,8,20,2020-02-15
3,9,20,2020-02-15
3,10,23,2020-02-15
4,1,24,2020-02-15
4,2,22,2020-02-15
4,3,22,2020-02-15
4,4,24,2020-02-15
4,5,22,2020-02-15
4,6,22,2020-02-15
4,7,23,2020-02-15
4,8,23,2020-02-15
4,9,24,2020-02-15
4,10,23,2020-02-15
5,1,23,2020-02-15
5,2,20,2020-02-15
5,3,23,2020-02-15
5,4,20,2020-02-15
5,5,20,2020-02-15
5,6,22,2020-02-15
5,7,23,2020-02-15
5,8,23,2020-02-15
5,9,24,2020-02-15
5,10,24,2020-02-15
1,1,21,2020-02-16
1,2,22,2020-02-16
1,3,23,2020-02-16
1,4,23,2020-02-16
1,5,24,2020-02-16
1,6,21,2020-02-16
1,7,24,2020-02-16
1,8,20,2020-02-16
1,9,22,2020-02-16
1,10,22,2020-02-16
2,1,22,2020-02-16
2,2,24,2020-02-16
2,3,17,2020-02-16
2,4,17,2020-02-16
2,5,19,2020-02-16
2,6,23,2020-02-16
2,7,20,2020-02-16
2,8,19,2020-02-16
2,9,19,2020-02-16
2,10,20,2020-02-16
3,1,20,2020-02-16
3,2,23,2020-02-16
3,3,20,2020-02-16
3,4,24,2020-02-16
3,5,23,2020-02-16
3,6,20,2020-02-16
3,7,21,2020-02-16
3,8,21,2020-02-16
3,9,23,2020-02-16
3,10,23,2020-02-16
4,1,24,2020-02-16
4,2,22,2020-02-16
4,3,23,2020-02-16
4,4,23,2020-02-16
4,5,22,2020-02-16
4,6,22,2020-02-16
4,7,24,2020-02-16
4,8,23,2020-02-16
4,9,23,2020-02-16
4,10,24,2020-02-16
5,1,24,2020-02-16
5,2,20,2020-02-16
5,3,22,2020-02-16
5,4,21,2020-02-16
5,5,21,2020-02-16
5,6,23,2020-02-16
5,7,24,2020-02-16
5,8,24,2020-02-16
5,9,24,2020-02-16
5,10,23,2020-02-16
1,1,23,2020-02-17
1,2,22,2020-02-17
1,3,23,2020-02-17
1,4,24,2020-02-17
1,5,20,2020-02-17
1,6,21,2020-02-17
1,7,21,2020-02-17
1,8,20,2020-02-17
1,9,22,2020-02-17
1,10,22,2020-02-17
2,1,20,2020-02-17
2,2,17,2020-02-17
2,3,23,2020-02-17
2,4,23,2020-02-17
2,5,22,2020-02-17
2,6,19,2020-02-17
2,7,23,2020-02-17
2,8,20,2020-02-17
2,9,21,2020-02-17
2,10,17,2020-02-17
3,1,22,2020-02-17
3,2,23,2020-02-17
3,3,24,2020-02-17
3,4,20,2020-02-17
3,5,21,2020-02-17
3,6,21,2020-02-17
3,7,20,2020-02-17
3,8,21,2020-02-17
3,9,20,2020-02-17
3,10,20,2020-02-17
4,1,22,2020-02-17
4,2,22,2020-02-17
4,3,23,2020-02-17
4,4,22,2020-02-17
4,5,23,2020-02-17
4,6,24,2020-02-17
4,7,23,2020-02-17
4,8,22,2020-02-17
4,9,24,2020-02-17
4,10,22,2020-02-17
5,1,20,2020-02-17
5,2,21,2020-02-17
5,3,24,2020-02-17
5,4,22,2020-02-17
5,5,21,2020-02-17
5,6,24,2020-02-17
5,7,20,2020-02-17
5,8,22,2020-02-17
5,9,23,2020-02-17
5,10,24,2020-02-17
1,1,24,2020-02-18
1,2,21,2020-02-18
1,3,23,2020-02-18
1,4,22,2020-02-18
1,5,20,2020-02-18
1,6,24,2020-02-18
1,7,24,2020-02-18
1,8,24,2020-02-18
1,9,23,2020-02-18
1,10,21,2020-02-18
2,1,17,2020-02-18
2,2,21,2020-02-18
2,3,18,2020-02-18
2,4,17,2020-02-18
2,5,24,2020-02-18
2,6,20,2020-02-18
2,7,22,2020-02-18
2,8,24,2020-02-18
2,9,20,2020-02-18
2,10,22,2020-02-18
3,1,22,2020-02-18
3,2,20,2020-02-18
3,3,22,2020-02-18
3,4,23,2020-02-18
3,5,20,2020-02-18
3,6,23,2020-02-18
3,7,22,2020-02-18
3,8,20,2020-02-18
3,9,23,2020-02-18
3,10,24,2020-02-18
4,1,24,2020-02-18
4,2,24,2020-02-18
4,3,24,2020-02-18
4,4,24,2020-02-18
4,5,24,2020-02-18
4,6,23,2020-02-18
4,7,23,2020-02-18
4,8,24,2020-02-18
4,9,24,2020-02-18
4,10,23,2020-02-18
5,1,23,2020-02-18
5,2,24,2020-02-18
5,3,23,2020-02-18
5,4,21,2020-02-18
5,5,22,2020-02-18
5,6,21,2020-02-18
5,7,21,2020-02-18
5,8,23,2020-02-18
5,9,24,2020-02-18
5,10,21,2020-02-18
1,1,20,2020-02-19
1,2,22,2020-02-19
1,3,22,2020-02-19
1,4,20,2020-02-19
1,5,22,2020-02-19
1,6,23,2020-02-19
1,7,23,2020-02-19
1,8,20,2020-02-19
1,9,21,2020-02-19
1,10,24,2020-02-19
2,1,19,2020-02-19
2,2,18,2020-02-19
2,3,20,2020-02-19
2,4,17,2020-02-19
2,5,18,2020-02-19
2,6,20,2020-02-19
2,7,22,2020-02-19
2,8,21,2020-02-19
2,9,20,2020-02-19
2,10,22,2020-02-19
3,1,21,2020-02-19
3,2,23,2020-02-19
3,3,20,2020-02-19
3,4,23,2020-02-19
3,5,20,2020-02-19
3,6,23,2020-02-19
3,7,21,2020-02-19
3,8,20,2020-02-19
3,9,22,2020-02-19
3,10,22,2020-02-19
4,1,22,2020-02-19
4,2,22,2020-02-19
4,3,23,2020-02-19
4,4,24,2020-02-19
4,5,23,2020-02-19
4,6,23,2020-02-19
4,7,22,2020-02-19
4,8,24,2020-02-19
4,9,22,2020-02-19
4,10,22,2020-02-19
5,1,24,2020-02-19
5,2,24,2020-02-19
5,3,20,2020-02-19
5,4,20,2020-02-19
5,5,21,2020-02-19
5,6,22,2020-02-19
5,7,21,2020-02-19
5,8,21,2020-02-19
